"location_name","year","gdp_pc","pct_change_gni"
"Equatorial Guinea",2080,15885.6412937181,1.73731524230096
"Equatorial Guinea",2081,16206.5525350356,1.73731524230112
"Equatorial Guinea",2082,16533.9466134574,1.73731524230096
"Equatorial Guinea",2083,16867.95449098,1.73731524230096
"Equatorial Guinea",2084,17208.7097752082,1.73731524230096
"Equatorial Guinea",2085,17556.3487727989,1.73731524230113
"Equatorial Guinea",2086,17911.0105439865,1.73731524230096
"Equatorial Guinea",2087,18272.8369582084,1.73731524230096
"Equatorial Guinea",2088,18641.9727508546,1.73731524230097
"Equatorial Guinea",2089,19018.5655811642,1.73731524230111
"Equatorial Guinea",2090,19402.7660912905,NA
"Eritrea",2019,NA,NA
"Eritrea",2020,NA,NA
"Eritrea",2021,NA,NA
"Eritrea",2022,NA,NA
"Eritrea",2023,NA,NA
"Eritrea",2024,NA,NA
"Eritrea",2025,NA,NA
"Eritrea",2026,NA,NA
"Eritrea",2027,NA,NA
"Eritrea",2028,NA,NA
"Eritrea",2029,NA,NA
"Eritrea",2030,NA,NA
"Eritrea",2031,NA,NA
"Eritrea",2032,NA,NA
"Eritrea",2033,NA,NA
"Eritrea",2034,NA,NA
"Eritrea",2035,NA,NA
"Eritrea",2036,NA,NA
"Eritrea",2037,NA,NA
"Eritrea",2038,NA,NA
"Eritrea",2039,NA,NA
"Eritrea",2040,NA,NA
"Eritrea",2041,NA,NA
"Eritrea",2042,NA,NA
"Eritrea",2043,NA,NA
"Eritrea",2044,NA,NA
"Eritrea",2045,NA,NA
"Eritrea",2046,NA,NA
"Eritrea",2047,NA,NA
"Eritrea",2048,NA,NA
"Eritrea",2049,NA,NA
"Eritrea",2050,NA,NA
"Eritrea",2051,NA,NA
"Eritrea",2052,NA,NA
"Eritrea",2053,NA,NA
"Eritrea",2054,NA,NA
"Eritrea",2055,NA,NA
"Eritrea",2056,NA,NA
"Eritrea",2057,NA,NA
"Eritrea",2058,NA,NA
"Eritrea",2059,NA,NA
